"2015-08"	13675526628145667
"2016-09"	35060460913157551
"2016-08"	31484196041993591
"2017-09"	327387249103937637
"2016-07"	30706184556173272
"2017-08"	272611078122291462
"2018-09"	244285201300061576
"2016-06"	31114050018381134
"2017-07"	199503731837484666
"2018-08"	366745455788155923
"2016-05"	31981390916556827
"2017-06"	218784602251092080
"2018-07"	548389573884093767
"2016-04"	23900730327612119
"2017-05"	100076640370730336
"2018-06"	371533000557648783
"2016-03"	30080460339750914
"2017-04"	56781256271069560
"2018-05"	437404482697267097
"2019-06"	386154104347355990
"2015-12"	19402278511760992
"2016-02"	35976721417127390
"2017-03"	56372389627027613
"2018-04"	274605905240383424
"2019-05"	352330801468863115
"2015-11"	12583476104430362
"2016-01"	22911076013331960
"2016-12"	66225169253198349
"2017-02"	32497701028484277
"2018-03"	315067212049139490
"2019-04"	229430905789955949
"2015-10"	11052272460855430
"2016-11"	32063652665727275
"2017-01"	31728112295093517
"2017-12"	891995351137139457
"2018-02"	525487797694893304
"2019-03"	326029571708150312
"2016-10"	42705203278890015
"2017-11"	234162338645463319
"2018-01"	1745775524213227428
"2018-12"	279518438392310163
"2019-02"	388206277862784215
"2017-10"	220060857770967567
"2018-11"	268005206368653307
"2019-01"	242111909944634812
"2018-10"	247784878897508715
"2015-09"	9821946760863180
